csquares;Lat;Lon;Year;FD_total;depth;fleet
1300:488:487;38.85;8.75;2017;38.82221132;107.7200012;demersal fisheries
1300:488:488;38.85;8.85;2013;107.8870654;102.4700012;demersal fisheries
1300:488:488;38.85;8.85;2014;102.0097449;102.4700012;demersal fisheries
1300:488:488;38.85;8.85;2015;100.6901776;102.4700012;demersal fisheries
1300:488:488;38.85;8.85;2016;103.596645;102.4700012;demersal fisheries
1300:488:488;38.85;8.85;2017;105.3698079;102.4700012;demersal fisheries
1300:488:489;38.85;8.95;2013;15.00000641;85.80000305;demersal fisheries
1300:488:489;38.85;8.95;2014;14.22769331;85.80000305;demersal fisheries
1300:488:489;38.85;8.95;2015;13.92467717;85.80000305;demersal fisheries
1300:488:489;38.85;8.95;2016;14.30526454;85.80000305;demersal fisheries
1300:488:489;38.85;8.95;2017;14.53580029;85.80000305;demersal fisheries
1300:488:495;38.95;8.55;2013;56.25834879;42.68000031;demersal fisheries
1300:488:495;38.95;8.55;2014;53.36174604;42.68000031;demersal fisheries
1300:488:495;38.95;8.55;2015;52.22526737;42.68000031;demersal fisheries
1300:488:495;38.95;8.55;2016;53.65268121;42.68000031;demersal fisheries
1300:488:495;38.95;8.55;2017;54.51731822;42.68000031;demersal fisheries
1300:489:102;38.05;9.25;2013;25.04722772;832.8099976;demersal fisheries
1300:489:102;38.05;9.25;2014;23.93661263;832.8099976;demersal fisheries
1300:489:102;38.05;9.25;2015;23.34655849;832.8099976;demersal fisheries
1300:489:102;38.05;9.25;2016;23.86913608;832.8099976;demersal fisheries
1300:489:102;38.05;9.25;2017;24.2402263;832.8099976;demersal fisheries
1300:489:103;38.05;9.35;2013;43.42623099;671.9799805;demersal fisheries
1300:489:103;38.05;9.35;2014;41.58794035;671.9799805;demersal fisheries
1300:489:103;38.05;9.35;2015;40.52393399;671.9799805;demersal fisheries
1300:489:103;38.05;9.35;2016;41.37491059;671.9799805;demersal fisheries
1300:489:103;38.05;9.35;2017;42.01153956;671.9799805;demersal fisheries
1300:489:104;38.05;9.45;2013;21.39235279;597.5999756;demersal fisheries
1300:489:104;38.05;9.45;2014;20.41068604;597.5999756;demersal fisheries
1300:489:104;38.05;9.45;2015;19.92228394;597.5999756;demersal fisheries
1300:489:104;38.05;9.45;2016;20.38949741;597.5999756;demersal fisheries
1300:489:104;38.05;9.45;2017;20.7090025;597.5999756;demersal fisheries
1300:489:114;38.15;9.45;2013;5.880022876;809.4500122;demersal fisheries
1300:489:114;38.15;9.45;2014;5.675098912;809.4500122;demersal fisheries
1300:489:114;38.15;9.45;2015;5.510371062;809.4500122;demersal fisheries
1300:489:114;38.15;9.45;2016;5.597845454;809.4500122;demersal fisheries
1300:489:114;38.15;9.45;2017;5.680640525;809.4500122;demersal fisheries
1300:489:205;38.05;9.55;2013;10.62564751;488.2999878;demersal fisheries
1300:489:205;38.05;9.55;2014;10.07855929;488.2999878;demersal fisheries
1300:489:205;38.05;9.55;2015;9.863909873;488.2999878;demersal fisheries
1300:489:205;38.05;9.55;2016;10.1335089;488.2999878;demersal fisheries
1300:489:205;38.05;9.55;2017;10.29681494;488.2999878;demersal fisheries
1300:489:206;38.05;9.65;2013;2.12139351;165.5800018;demersal fisheries
1300:489:206;38.05;9.65;2014;2.012168223;165.5800018;demersal fisheries
1300:489:206;38.05;9.65;2015;1.969313811;165.5800018;demersal fisheries
1300:489:206;38.05;9.65;2016;2.023138826;165.5800018;demersal fisheries
1300:489:206;38.05;9.65;2017;2.055742615;165.5800018;demersal fisheries
1300:489:208;38.05;9.85;2013;3.084123206;686.1199951;demersal fisheries
1300:489:208;38.05;9.85;2014;2.935213487;686.1199951;demersal fisheries
1300:489:208;38.05;9.85;2015;2.868268608;686.1199951;demersal fisheries
1300:489:208;38.05;9.85;2016;2.940284633;686.1199951;demersal fisheries
1300:489:208;38.05;9.85;2017;2.986919252;686.1199951;demersal fisheries
1300:489:209;38.05;9.95;2013;15.93477654;451.1300049;demersal fisheries
1300:489:209;38.05;9.95;2014;15.39410348;451.1300049;demersal fisheries
1300:489:209;38.05;9.95;2015;14.84690032;451.1300049;demersal fisheries
1300:489:209;38.05;9.95;2016;14.7901998;451.1300049;demersal fisheries
1300:489:209;38.05;9.95;2017;14.90416919;451.1300049;demersal fisheries
1300:489:215;38.15;9.55;2013;27.67517612;713.5200195;demersal fisheries
1300:489:215;38.15;9.55;2014;26.56356239;713.5200195;demersal fisheries
1300:489:215;38.15;9.55;2015;25.85734023;713.5200195;demersal fisheries
1300:489:215;38.15;9.55;2016;26.36186146;713.5200195;demersal fisheries
1300:489:215;38.15;9.55;2017;26.76294024;713.5200195;demersal fisheries
1300:489:216;38.15;9.65;2013;37.81358636;563.6500244;demersal fisheries
1300:489:216;38.15;9.65;2014;36.600628;563.6500244;demersal fisheries
1300:489:216;38.15;9.65;2015;35.49202832;563.6500244;demersal fisheries
1300:489:216;38.15;9.65;2016;35.98839659;563.6500244;demersal fisheries
1300:489:216;38.15;9.65;2017;36.51271831;563.6500244;demersal fisheries
1300:489:217;38.15;9.75;2013;4.691781205;577.6099854;demersal fisheries
1300:489:217;38.15;9.75;2014;4.484008039;577.6099854;demersal fisheries
1300:489:217;38.15;9.75;2015;4.373356484;577.6099854;demersal fisheries
1300:489:217;38.15;9.75;2016;4.471077575;577.6099854;demersal fisheries
1300:489:217;38.15;9.75;2017;4.540568755;577.6099854;demersal fisheries
1300:489:218;38.15;9.85;2013;25.12711962;712.3900146;demersal fisheries
1300:489:218;38.15;9.85;2014;24.06530027;712.3900146;demersal fisheries
1300:489:218;38.15;9.85;2015;23.44878227;712.3900146;demersal fisheries
1300:489:218;38.15;9.85;2016;23.94000688;712.3900146;demersal fisheries
1300:489:218;38.15;9.85;2017;24.3082278;712.3900146;demersal fisheries
1300:489:219;38.15;9.95;2013;16.30211594;765.6199951;demersal fisheries
1300:489:219;38.15;9.95;2014;16.44557732;765.6199951;demersal fisheries
1300:489:219;38.15;9.95;2015;15.65465556;765.6199951;demersal fisheries
1300:489:219;38.15;9.95;2016;15.4482283;765.6199951;demersal fisheries
1300:489:219;38.15;9.95;2017;15.62266911;765.6199951;demersal fisheries
1300:489:227;38.25;9.75;2013;33.64735053;797.25;demersal fisheries
1300:489:227;38.25;9.75;2014;32.44787554;797.25;demersal fisheries
1300:489:227;38.25;9.75;2015;31.51785445;797.25;demersal fisheries
1300:489:227;38.25;9.75;2016;32.03534076;797.25;demersal fisheries
1300:489:227;38.25;9.75;2017;32.51119841;797.25;demersal fisheries
1300:489:228;38.25;9.85;2013;17.64297394;865.6500244;demersal fisheries
1300:489:228;38.25;9.85;2014;16.83741956;865.6500244;demersal fisheries
1300:489:228;38.25;9.85;2015;16.43271227;865.6500244;demersal fisheries
1300:489:228;38.25;9.85;2016;16.81547813;865.6500244;demersal fisheries
1300:489:228;38.25;9.85;2017;17.07867018;865.6500244;demersal fisheries
1300:489:238;38.35;9.85;2013;0.047939514;896.4099731;demersal fisheries
1300:489:238;38.35;9.85;2014;0.049250453;896.4099731;demersal fisheries
1300:489:238;38.35;9.85;2015;0.046507027;896.4099731;demersal fisheries
1300:489:238;38.35;9.85;2016;0.045339084;896.4099731;demersal fisheries
1300:489:238;38.35;9.85;2017;0.045783213;896.4099731;demersal fisheries
1300:489:354;38.55;9.45;2013;1.594400325;672.9500122;demersal fisheries
1300:489:354;38.55;9.45;2014;1.546590811;672.9500122;demersal fisheries
1300:489:354;38.55;9.45;2015;1.588979296;672.9500122;demersal fisheries
1300:489:354;38.55;9.45;2016;1.63714081;672.9500122;demersal fisheries
1300:489:354;38.55;9.45;2017;1.632523451;672.9500122;demersal fisheries
1300:489:360;38.65;9.05;2013;4.537898317;297;demersal fisheries
1300:489:360;38.65;9.05;2014;4.339914566;297;demersal fisheries
1300:489:360;38.65;9.05;2015;4.325842284;297;demersal fisheries
1300:489:360;38.65;9.05;2016;4.448997718;297;demersal fisheries
1300:489:360;38.65;9.05;2017;4.488447542;297;demersal fisheries
1300:489:361;38.65;9.15;2013;0.726081852;996.6400146;demersal fisheries
1300:489:361;38.65;9.15;2014;0.6886977;996.6400146;demersal fisheries
1300:489:361;38.65;9.15;2015;0.674030072;996.6400146;demersal fisheries
1300:489:361;38.65;9.15;2016;0.692452569;996.6400146;demersal fisheries
1300:489:361;38.65;9.15;2017;0.703611753;996.6400146;demersal fisheries
1300:489:364;38.65;9.45;2013;17.01744189;624.4400024;demersal fisheries
1300:489:364;38.65;9.45;2014;16.14125604;624.4400024;demersal fisheries
1300:489:364;38.65;9.45;2015;15.79748556;624.4400024;demersal fisheries
1300:489:364;38.65;9.45;2016;16.22926027;624.4400024;demersal fisheries
1300:489:364;38.65;9.45;2017;16.49080207;624.4400024;demersal fisheries
1300:489:370;38.75;9.05;2013;0.998971676;116.0999985;demersal fisheries
1300:489:370;38.75;9.05;2014;0.947537104;116.0999985;demersal fisheries
1300:489:370;38.75;9.05;2015;0.92735681;116.0999985;demersal fisheries
1300:489:370;38.75;9.05;2016;0.952703199;116.0999985;demersal fisheries
1300:489:370;38.75;9.05;2017;0.968056438;116.0999985;demersal fisheries
1300:489:371;38.75;9.15;2013;7.005796484;690.5;demersal fisheries
1300:489:371;38.75;9.15;2014;6.645085411;690.5;demersal fisheries
1300:489:371;38.75;9.15;2015;6.503560848;690.5;demersal fisheries
1300:489:371;38.75;9.15;2016;6.68131528;690.5;demersal fisheries
1300:489:371;38.75;9.15;2017;6.78898767;690.5;demersal fisheries
1300:489:372;38.75;9.25;2013;7.516652732;753;demersal fisheries
1300:489:372;38.75;9.25;2014;7.129638938;753;demersal fisheries
1300:489:372;38.75;9.25;2015;6.977794533;753;demersal fisheries
1300:489:372;38.75;9.25;2016;7.168510656;753;demersal fisheries
1300:489:372;38.75;9.25;2017;7.284034418;753;demersal fisheries
1300:489:380;38.85;9.05;2013;4.462073485;86.90000153;demersal fisheries
1300:489:380;38.85;9.05;2014;4.232332396;86.90000153;demersal fisheries
1300:489:380;38.85;9.05;2015;4.142193751;86.90000153;demersal fisheries
1300:489:380;38.85;9.05;2016;4.255407622;86.90000153;demersal fisheries
1300:489:380;38.85;9.05;2017;4.323985423;86.90000153;demersal fisheries
1300:489:381;38.85;9.15;2013;12.4595321;204.5;demersal fisheries
1300:489:381;38.85;9.15;2014;11.81802171;204.5;demersal fisheries
1300:489:381;38.85;9.15;2015;11.56632587;204.5;demersal fisheries
1300:489:381;38.85;9.15;2016;11.8824551;204.5;demersal fisheries
1300:489:381;38.85;9.15;2017;12.07394619;204.5;demersal fisheries
1300:489:382;38.85;9.25;2013;18.99345659;124.6999969;demersal fisheries
1300:489:382;38.85;9.25;2014;18.01553065;124.6999969;demersal fisheries
1300:489:382;38.85;9.25;2015;17.63184257;124.6999969;demersal fisheries
1300:489:382;38.85;9.25;2016;18.11375367;124.6999969;demersal fisheries
1300:489:382;38.85;9.25;2017;18.40566493;124.6999969;demersal fisheries
1300:489:383;38.85;9.35;2013;11.77649537;682.4799805;demersal fisheries
1300:489:383;38.85;9.35;2014;11.17015285;682.4799805;demersal fisheries
1300:489:383;38.85;9.35;2015;10.93225508;682.4799805;demersal fisheries
1300:489:383;38.85;9.35;2016;11.23105397;682.4799805;demersal fisheries
1300:489:383;38.85;9.35;2017;11.41204744;682.4799805;demersal fisheries
1300:489:390;38.95;9.05;2013;76.73599422;43.06000137;demersal fisheries
1300:489:390;38.95;9.05;2014;81.9360233;43.06000137;demersal fisheries
1300:489:390;38.95;9.05;2015;67.2019682;43.06000137;demersal fisheries
1300:489:390;38.95;9.05;2016;88.75894794;43.06000137;demersal fisheries
1300:489:390;38.95;9.05;2017;96.7522687;43.06000137;demersal fisheries
1300:489:391;38.95;9.15;2013;136.8241962;199.8999939;demersal fisheries
1300:489:391;38.95;9.15;2014;129.7794579;199.8999939;demersal fisheries
1300:489:391;38.95;9.15;2015;127.0154632;199.8999939;demersal fisheries
1300:489:391;38.95;9.15;2016;130.4870324;199.8999939;demersal fisheries
1300:489:391;38.95;9.15;2017;132.5898894;199.8999939;demersal fisheries
1300:489:392;38.95;9.25;2013;65.14269933;337.2000122;demersal fisheries
1300:489:392;38.95;9.25;2014;61.78866342;337.2000122;demersal fisheries
1300:489:392;38.95;9.25;2015;60.47271139;337.2000122;demersal fisheries
1300:489:392;38.95;9.25;2016;62.12554324;337.2000122;demersal fisheries
1300:489:392;38.95;9.25;2017;63.12672421;337.2000122;demersal fisheries
1300:489:393;38.95;9.35;2013;60.63433204;605;demersal fisheries
1300:489:393;38.95;9.35;2014;57.51242077;605;demersal fisheries
1300:489:393;38.95;9.35;2015;56.28754257;605;demersal fisheries
1300:489:393;38.95;9.35;2016;57.82598596;605;demersal fisheries
1300:489:393;38.95;9.35;2017;58.75787764;605;demersal fisheries
1300:489:394;38.95;9.45;2013;27.12703804;918.7999878;demersal fisheries
1300:489:394;38.95;9.45;2014;31.45924409;918.7999878;demersal fisheries
1300:489:394;38.95;9.45;2015;28.43241955;918.7999878;demersal fisheries
1300:489:394;38.95;9.45;2016;26.87724809;918.7999878;demersal fisheries
1300:489:394;38.95;9.45;2017;24.75171702;918.7999878;demersal fisheries
1300:489:465;38.65;9.55;2013;23.5887263;352.980011;demersal fisheries
1300:489:465;38.65;9.55;2014;22.37420133;352.980011;demersal fisheries
1300:489:465;38.65;9.55;2015;21.89768389;352.980011;demersal fisheries
1300:489:465;38.65;9.55;2016;22.49618838;352.980011;demersal fisheries
1300:489:465;38.65;9.55;2017;22.85872454;352.980011;demersal fisheries
1300:489:475;38.75;9.55;2013;30.77563717;458.7099915;demersal fisheries
1300:489:475;38.75;9.55;2014;29.19107599;458.7099915;demersal fisheries
1300:489:475;38.75;9.55;2015;28.56937528;458.7099915;demersal fisheries
1300:489:475;38.75;9.55;2016;29.35022953;458.7099915;demersal fisheries
1300:489:475;38.75;9.55;2017;29.82322163;458.7099915;demersal fisheries
1300:489:476;38.75;9.65;2013;25.65747486;692.4400024;demersal fisheries
1300:489:476;38.75;9.65;2014;25.27094627;692.4400024;demersal fisheries
1300:489:476;38.75;9.65;2015;23.08380602;692.4400024;demersal fisheries
1300:489:476;38.75;9.65;2016;24.98101171;692.4400024;demersal fisheries
1300:489:476;38.75;9.65;2017;24.44748425;692.4400024;demersal fisheries
1300:489:485;38.85;9.55;2013;21.47220583;912.539978;demersal fisheries
1300:489:485;38.85;9.55;2014;20.36665524;912.539978;demersal fisheries
1300:489:485;38.85;9.55;2015;19.93289377;912.539978;demersal fisheries
1300:489:485;38.85;9.55;2016;20.47769689;912.539978;demersal fisheries
1300:489:485;38.85;9.55;2017;20.80770415;912.539978;demersal fisheries
1300:489:486;38.85;9.65;2013;35.0500989;497.7000122;demersal fisheries
1300:489:486;38.85;9.65;2014;33.2454563;497.7000122;demersal fisheries
1300:489:486;38.85;9.65;2015;32.5374069;497.7000122;demersal fisheries
1300:489:486;38.85;9.65;2016;33.42671484;497.7000122;demersal fisheries
1300:489:486;38.85;9.65;2017;33.96540133;497.7000122;demersal fisheries
1300:489:487;38.85;9.75;2013;6.167634883;793.3400269;demersal fisheries
1300:489:487;38.85;9.75;2014;5.850078671;793.3400269;demersal fisheries
1300:489:487;38.85;9.75;2015;5.725485866;793.3400269;demersal fisheries
1300:489:487;38.85;9.75;2016;5.88197406;793.3400269;demersal fisheries
1300:489:487;38.85;9.75;2017;5.976764708;793.3400269;demersal fisheries
1300:489:495;38.95;9.55;2013;0.086090242;980.0999756;demersal fisheries
1300:489:495;38.95;9.55;2014;0.081657669;980.0999756;demersal fisheries
1300:489:495;38.95;9.55;2015;0.079918554;980.0999756;demersal fisheries
1300:489:495;38.95;9.55;2016;0.082102877;980.0999756;demersal fisheries
1300:489:495;38.95;9.55;2017;0.083426002;980.0999756;demersal fisheries
1300:489:496;38.95;9.65;2013;13.66235897;780.0999756;demersal fisheries
1300:489:496;38.95;9.65;2014;12.95891801;780.0999756;demersal fisheries
1300:489:496;38.95;9.65;2015;12.68292379;780.0999756;demersal fisheries
1300:489:496;38.95;9.65;2016;13.02957172;780.0999756;demersal fisheries
1300:489:496;38.95;9.65;2017;13.23954911;780.0999756;demersal fisheries
1300:489:497;38.95;9.75;2013;21.85392671;623.0999756;demersal fisheries
1300:489:497;38.95;9.75;2014;20.72872226;623.0999756;demersal fisheries
1300:489:497;38.95;9.75;2015;20.28724963;623.0999756;demersal fisheries
1300:489:497;38.95;9.75;2016;20.84173795;623.0999756;demersal fisheries
1300:489:497;38.95;9.75;2017;21.1776119;623.0999756;demersal fisheries
1300:489:498;38.95;9.85;2013;0.565271778;948.7000122;demersal fisheries
1300:489:498;38.95;9.85;2014;0.536167337;948.7000122;demersal fisheries
1300:489:498;38.95;9.85;2015;0.524748244;948.7000122;demersal fisheries
1300:489:498;38.95;9.85;2016;0.539090591;948.7000122;demersal fisheries
1300:489:498;38.95;9.85;2017;0.547778277;948.7000122;demersal fisheries
1300:497:208;39.05;7.85;2013;0.285884577;787.7600098;demersal fisheries
1300:497:208;39.05;7.85;2014;0.27116509;787.7600098;demersal fisheries
1300:497:208;39.05;7.85;2015;0.265389916;787.7600098;demersal fisheries
1300:497:208;39.05;7.85;2016;0.272643517;787.7600098;demersal fisheries
1300:497:208;39.05;7.85;2017;0.27703729;787.7600098;demersal fisheries
1300:497:209;39.05;7.95;2013;116.5197333;308.1199951;demersal fisheries
1300:497:209;39.05;7.95;2014;110.5510094;308.1199951;demersal fisheries
1300:497:209;39.05;7.95;2015;108.2637451;308.1199951;demersal fisheries
1300:497:209;39.05;7.95;2016;111.2270168;308.1199951;demersal fisheries
1300:497:209;39.05;7.95;2017;112.99183;308.1199951;demersal fisheries
1300:497:217;39.15;7.75;2013;0.664356773;897.5200195;demersal fisheries
1300:497:217;39.15;7.75;2014;0.630150692;897.5200195;demersal fisheries
1300:497:217;39.15;7.75;2015;0.616729976;897.5200195;demersal fisheries
1300:497:217;39.15;7.75;2016;0.633586355;897.5200195;demersal fisheries
1300:497:217;39.15;7.75;2017;0.643796883;897.5200195;demersal fisheries
1300:497:218;39.15;7.85;2013;24.56259626;487.1499939;demersal fisheries
1300:497:218;39.15;7.85;2014;23.32339451;487.1499939;demersal fisheries
1300:497:218;39.15;7.85;2015;22.88261576;487.1499939;demersal fisheries
1300:497:218;39.15;7.85;2016;23.5115551;487.1499939;demersal fisheries
1300:497:218;39.15;7.85;2017;23.86742659;487.1499939;demersal fisheries
1300:497:219;39.15;7.95;2013;104.4154825;293.4899902;demersal fisheries
1300:497:219;39.15;7.95;2014;99.05805647;293.4899902;demersal fisheries
1300:497:219;39.15;7.95;2015;96.98937342;293.4899902;demersal fisheries
1300:497:219;39.15;7.95;2016;99.6428503;293.4899902;demersal fisheries
1300:497:219;39.15;7.95;2017;101.2317584;293.4899902;demersal fisheries
1300:497:227;39.25;7.75;2013;0.898262336;741.2000122;demersal fisheries
1300:497:227;39.25;7.75;2014;0.852013038;741.2000122;demersal fisheries
1300:497:227;39.25;7.75;2015;0.83386718;741.2000122;demersal fisheries
1300:497:227;39.25;7.75;2016;0.856658324;741.2000122;demersal fisheries
1300:497:227;39.25;7.75;2017;0.870463757;741.2000122;demersal fisheries
1300:497:228;39.25;7.85;2013;85.27781758;399.1300049;demersal fisheries
1300:497:228;39.25;7.85;2014;80.92642997;399.1300049;demersal fisheries
1300:497:228;39.25;7.85;2015;79.28936366;399.1300049;demersal fisheries
1300:497:228;39.25;7.85;2016;81.46192166;399.1300049;demersal fisheries
1300:497:228;39.25;7.85;2017;82.73912868;399.1300049;demersal fisheries
1300:497:229;39.25;7.95;2013;38.85268864;300.4500122;demersal fisheries
1300:497:229;39.25;7.95;2014;36.85226013;300.4500122;demersal fisheries
1300:497:229;39.25;7.95;2015;36.06739437;300.4500122;demersal fisheries
1300:497:229;39.25;7.95;2016;37.05318344;300.4500122;demersal fisheries
1300:497:229;39.25;7.95;2017;37.6503121;300.4500122;demersal fisheries
1300:497:237;39.35;7.75;2013;1.619908335;724.5700073;demersal fisheries
1300:497:237;39.35;7.75;2014;1.575809592;724.5700073;demersal fisheries
1300:497:237;39.35;7.75;2015;1.628615119;724.5700073;demersal fisheries
1300:497:237;39.35;7.75;2016;1.678553399;724.5700073;demersal fisheries
1300:497:237;39.35;7.75;2017;1.670060228;724.5700073;demersal fisheries
1300:497:238;39.35;7.85;2013;88.77528293;453.2200012;demersal fisheries
1300:497:238;39.35;7.85;2014;84.20446394;453.2200012;demersal fisheries
1300:497:238;39.35;7.85;2015;82.41110851;453.2200012;demersal fisheries
1300:497:238;39.35;7.85;2016;84.66355762;453.2200012;demersal fisheries
1300:497:238;39.35;7.85;2017;86.0279488;453.2200012;demersal fisheries
1300:497:239;39.35;7.95;2013;19.31994978;323.7999878;demersal fisheries
1300:497:239;39.35;7.95;2014;18.32521351;323.7999878;demersal fisheries
1300:497:239;39.35;7.95;2015;17.93492991;323.7999878;demersal fisheries
1300:497:239;39.35;7.95;2016;18.42512496;323.7999878;demersal fisheries
1300:497:239;39.35;7.95;2017;18.7220541;323.7999878;demersal fisheries
1300:497:248;39.45;7.85;2013;40.8969258;521.2800293;demersal fisheries
1300:497:248;39.45;7.85;2014;38.7912446;521.2800293;demersal fisheries
1300:497:248;39.45;7.85;2015;37.96508306;521.2800293;demersal fisheries
1300:497:248;39.45;7.85;2016;39.0027395;521.2800293;demersal fisheries
1300:497:248;39.45;7.85;2017;39.63128613;521.2800293;demersal fisheries
1300:497:249;39.45;7.95;2013;45.73178628;420.7900085;demersal fisheries
1300:497:249;39.45;7.95;2014;43.37717011;420.7900085;demersal fisheries
1300:497:249;39.45;7.95;2015;42.45333923;420.7900085;demersal fisheries
1300:497:249;39.45;7.95;2016;43.61366807;420.7900085;demersal fisheries
1300:497:249;39.45;7.95;2017;44.31652188;420.7900085;demersal fisheries
1300:497:458;39.55;7.85;2013;7.402136466;821.25;demersal fisheries
1300:497:458;39.55;7.85;2014;7.021018831;821.25;demersal fisheries
1300:497:458;39.55;7.85;2015;6.871487777;821.25;demersal fisheries
1300:497:458;39.55;7.85;2016;7.059298338;821.25;demersal fisheries
1300:497:458;39.55;7.85;2017;7.173062095;821.25;demersal fisheries
1300:497:459;39.55;7.95;2013;66.02715474;618.5200195;demersal fisheries
1300:497:459;39.55;7.95;2014;62.62758042;618.5200195;demersal fisheries
1300:497:459;39.55;7.95;2015;61.29376144;618.5200195;demersal fisheries
1300:497:459;39.55;7.95;2016;62.96903412;618.5200195;demersal fisheries
1300:497:459;39.55;7.95;2017;63.98380833;618.5200195;demersal fisheries
1300:497:469;39.65;7.95;2013;0.477557191;759.8200073;demersal fisheries
1300:497:469;39.65;7.95;2014;0.452968957;759.8200073;demersal fisheries
1300:497:469;39.65;7.95;2015;0.443321792;759.8200073;demersal fisheries
1300:497:469;39.65;7.95;2016;0.455438602;759.8200073;demersal fisheries
1300:497:469;39.65;7.95;2017;0.4627782;759.8200073;demersal fisheries
1300:498:100;39.05;8.05;2013;39.49189986;190.3000031;demersal fisheries
1300:498:100;39.05;8.05;2014;37.50259485;190.3000031;demersal fisheries
1300:498:100;39.05;8.05;2015;36.80063499;190.3000031;demersal fisheries
1300:498:100;39.05;8.05;2016;37.81254275;190.3000031;demersal fisheries
1300:498:100;39.05;8.05;2017;38.38208906;190.3000031;demersal fisheries
1300:498:101;39.05;8.15;2013;28.29120273;130.8999939;demersal fisheries
1300:498:101;39.05;8.15;2014;26.83455892;130.8999939;demersal fisheries
1300:498:101;39.05;8.15;2015;26.26304644;130.8999939;demersal fisheries
1300:498:101;39.05;8.15;2016;26.98086442;130.8999939;demersal fisheries
1300:498:101;39.05;8.15;2017;27.41567314;130.8999939;demersal fisheries
1300:498:102;39.05;8.25;2013;13.21079128;89.30000305;demersal fisheries
1300:498:102;39.05;8.25;2014;12.53060043;89.30000305;demersal fisheries
1300:498:102;39.05;8.25;2015;12.26372835;89.30000305;demersal fisheries
1300:498:102;39.05;8.25;2016;12.59891889;89.30000305;demersal fisheries
1300:498:102;39.05;8.25;2017;12.80195612;89.30000305;demersal fisheries
1300:498:103;39.05;8.35;2013;4.883590802;38.99000168;demersal fisheries
1300:498:103;39.05;8.35;2014;4.632146833;38.99000168;demersal fisheries
1300:498:103;39.05;8.35;2015;4.533493088;38.99000168;demersal fisheries
1300:498:103;39.05;8.35;2016;4.657401899;38.99000168;demersal fisheries
1300:498:103;39.05;8.35;2017;4.732458018;38.99000168;demersal fisheries
1300:498:110;39.15;8.05;2013;29.14235908;182.1999969;demersal fisheries
1300:498:110;39.15;8.05;2014;27.64189134;182.1999969;demersal fisheries
1300:498:110;39.15;8.05;2015;27.0531846;182.1999969;demersal fisheries
1300:498:110;39.15;8.05;2016;27.79259853;182.1999969;demersal fisheries
1300:498:110;39.15;8.05;2017;28.24048871;182.1999969;demersal fisheries
1300:498:111;39.15;8.15;2013;10.11560343;131.6000061;demersal fisheries
1300:498:111;39.15;8.15;2014;9.594776118;131.6000061;demersal fisheries
1300:498:111;39.15;8.15;2015;9.390430136;131.6000061;demersal fisheries
1300:498:111;39.15;8.15;2016;9.647088084;131.6000061;demersal fisheries
1300:498:111;39.15;8.15;2017;9.802555233;131.6000061;demersal fisheries
1300:498:113;39.15;8.35;2013;1.730738733;6.199999809;demersal fisheries
1300:498:113;39.15;8.35;2014;1.641627291;6.199999809;demersal fisheries
1300:498:113;39.15;8.35;2015;1.606664522;6.199999809;demersal fisheries
1300:498:113;39.15;8.35;2016;1.650577656;6.199999809;demersal fisheries
1300:498:113;39.15;8.35;2017;1.677177455;6.199999809;demersal fisheries
1300:498:120;39.25;8.05;2013;44.73687546;192.4600067;demersal fisheries
1300:498:120;39.25;8.05;2014;42.43348478;192.4600067;demersal fisheries
1300:498:120;39.25;8.05;2015;41.52975216;192.4600067;demersal fisheries
1300:498:120;39.25;8.05;2016;42.66483765;192.4600067;demersal fisheries
1300:498:120;39.25;8.05;2017;43.35240063;192.4600067;demersal fisheries
1300:498:121;39.25;8.15;2013;5.036279156;161.8200073;demersal fisheries
1300:498:121;39.25;8.15;2014;4.776973642;161.8200073;demersal fisheries
1300:498:121;39.25;8.15;2015;4.67523543;161.8200073;demersal fisheries
1300:498:121;39.25;8.15;2016;4.803018323;161.8200073;demersal fisheries
1300:498:121;39.25;8.15;2017;4.880421116;161.8200073;demersal fisheries
1300:498:122;39.25;8.25;2013;16.73399383;122.3000031;demersal fisheries
1300:498:122;39.25;8.25;2014;15.87240202;122.3000031;demersal fisheries
1300:498:122;39.25;8.25;2015;15.53435749;122.3000031;demersal fisheries
1300:498:122;39.25;8.25;2016;15.95894042;122.3000031;demersal fisheries
1300:498:122;39.25;8.25;2017;16.21612589;122.3000031;demersal fisheries
1300:498:123;39.25;8.35;2013;2.923007367;48.74000168;demersal fisheries
1300:498:123;39.25;8.35;2014;2.772508972;48.74000168;demersal fisheries
1300:498:123;39.25;8.35;2015;2.713461105;48.74000168;demersal fisheries
1300:498:123;39.25;8.35;2016;2.787625051;48.74000168;demersal fisheries
1300:498:123;39.25;8.35;2017;2.832548879;48.74000168;demersal fisheries
1300:498:130;39.35;8.05;2013;68.20702464;289.230011;demersal fisheries
1300:498:130;39.35;8.05;2014;64.69521423;289.230011;demersal fisheries
1300:498:130;39.35;8.05;2015;63.31735956;289.230011;demersal fisheries
1300:498:130;39.35;8.05;2016;65.04794094;289.230011;demersal fisheries
1300:498:130;39.35;8.05;2017;66.09621766;289.230011;demersal fisheries
1300:498:131;39.35;8.15;2013;36.57860678;174.0500031;demersal fisheries
1300:498:131;39.35;8.15;2014;34.6952651;174.0500031;demersal fisheries
1300:498:131;39.35;8.15;2015;33.95633822;174.0500031;demersal fisheries
1300:498:131;39.35;8.15;2016;34.88442819;174.0500031;demersal fisheries
