csquares;Lat;Lon;Year;FD_total;depth;fleet
1300:370:370;37.75;0.05;2013;1.052825474;885.5999756;demersal fisheries
1300:370:370;37.75;0.05;2014;1.081615728;885.5999756;demersal fisheries
1300:370:370;37.75;0.05;2015;1.021365865;885.5999756;demersal fisheries
1300:370:370;37.75;0.05;2016;0.995716031;885.5999756;demersal fisheries
1300:370:370;37.75;0.05;2017;1.005469803;885.5999756;demersal fisheries
1300:370:380;37.85;0.05;2013;6.314187106;771.2000122;demersal fisheries
1300:370:380;37.85;0.05;2014;6.486852993;771.2000122;demersal fisheries
1300:370:380;37.85;0.05;2015;6.125512093;771.2000122;demersal fisheries
1300:370:380;37.85;0.05;2016;5.97168047;771.2000122;demersal fisheries
1300:370:380;37.85;0.05;2017;6.030177479;771.2000122;demersal fisheries
1300:380:100;38.05;0.05;2013;2.940448769;900.1699829;demersal fisheries
1300:380:100;38.05;0.05;2014;2.999947889;900.1699829;demersal fisheries
1300:380:100;38.05;0.05;2015;2.95297948;900.1699829;demersal fisheries
1300:380:100;38.05;0.05;2016;2.930592292;900.1699829;demersal fisheries
1300:380:100;38.05;0.05;2017;2.926920512;900.1699829;demersal fisheries
1300:380:101;38.05;0.15;2013;1.670344681;846.4400024;demersal fisheries
1300:380:101;38.05;0.15;2014;1.698912531;846.4400024;demersal fisheries
1300:380:101;38.05;0.15;2015;1.702579297;846.4400024;demersal fisheries
1300:380:101;38.05;0.15;2016;1.702183443;846.4400024;demersal fisheries
1300:380:101;38.05;0.15;2017;1.69236388;846.4400024;demersal fisheries
1300:380:102;38.05;0.25;2013;2.472865282;818.0999756;demersal fisheries
1300:380:102;38.05;0.25;2014;2.517292743;818.0999756;demersal fisheries
1300:380:102;38.05;0.25;2015;2.510340325;818.0999756;demersal fisheries
1300:380:102;38.05;0.25;2016;2.504727535;818.0999756;demersal fisheries
1300:380:102;38.05;0.25;2017;2.493345294;818.0999756;demersal fisheries
1300:380:103;38.05;0.35;2013;1.270805558;826.1300049;demersal fisheries
1300:380:103;38.05;0.35;2014;1.295205745;826.1300049;demersal fisheries
1300:380:103;38.05;0.35;2015;1.282531026;826.1300049;demersal fisheries
1300:380:103;38.05;0.35;2016;1.275951174;826.1300049;demersal fisheries
1300:380:103;38.05;0.35;2017;1.272421365;826.1300049;demersal fisheries
1300:380:104;38.05;0.45;2013;1.84106171;901.2399902;demersal fisheries
1300:380:104;38.05;0.45;2014;1.891406837;901.2399902;demersal fisheries
1300:380:104;38.05;0.45;2015;1.786048715;901.2399902;demersal fisheries
1300:380:104;38.05;0.45;2016;1.741195196;901.2399902;demersal fisheries
1300:380:104;38.05;0.45;2017;1.758251486;901.2399902;demersal fisheries
1300:380:110;38.15;0.05;2013;76.41342047;326.7099915;demersal fisheries
1300:380:110;38.15;0.05;2014;78.4983798;326.7099915;demersal fisheries
1300:380:110;38.15;0.05;2015;74.15228105;326.7099915;demersal fisheries
1300:380:110;38.15;0.05;2016;72.30151258;326.7099915;demersal fisheries
1300:380:110;38.15;0.05;2017;73.00260586;326.7099915;demersal fisheries
1300:380:111;38.15;0.15;2013;39.17278021;404.6600037;demersal fisheries
1300:380:111;38.15;0.15;2014;40.23924583;404.6600037;demersal fisheries
1300:380:111;38.15;0.15;2015;38.02501977;404.6600037;demersal fisheries
1300:380:111;38.15;0.15;2016;37.08182746;404.6600037;demersal fisheries
1300:380:111;38.15;0.15;2017;37.43772873;404.6600037;demersal fisheries
1300:380:112;38.15;0.25;2013;33.00760676;468.0100098;demersal fisheries
1300:380:112;38.15;0.25;2014;33.90611685;468.0100098;demersal fisheries
1300:380:112;38.15;0.25;2015;32.04101748;468.0100098;demersal fisheries
1300:380:112;38.15;0.25;2016;31.24652959;468.0100098;demersal fisheries
1300:380:112;38.15;0.25;2017;31.54625388;468.0100098;demersal fisheries
1300:380:113;38.15;0.35;2013;34.44821029;650;demersal fisheries
1300:380:113;38.15;0.35;2014;35.38764227;650;demersal fisheries
1300:380:113;38.15;0.35;2015;33.43123965;650;demersal fisheries
1300:380:113;38.15;0.35;2016;32.59805647;650;demersal fisheries
1300:380:113;38.15;0.35;2017;32.91338547;650;demersal fisheries
1300:380:114;38.15;0.45;2013;13.20985545;753.2000122;demersal fisheries
1300:380:114;38.15;0.45;2014;13.56458686;753.2000122;demersal fisheries
1300:380:114;38.15;0.45;2015;12.84634574;753.2000122;demersal fisheries
1300:380:114;38.15;0.45;2016;12.53982939;753.2000122;demersal fisheries
1300:380:114;38.15;0.45;2017;12.65259865;753.2000122;demersal fisheries
1300:380:120;38.25;0.05;2013;97.7495904;134.1399994;demersal fisheries
1300:380:120;38.25;0.05;2014;100.4226217;134.1399994;demersal fisheries
1300:380:120;38.25;0.05;2015;94.8287227;134.1399994;demersal fisheries
1300:380:120;38.25;0.05;2016;92.44726362;134.1399994;demersal fisheries
1300:380:120;38.25;0.05;2017;93.35285267;134.1399994;demersal fisheries
1300:380:121;38.25;0.15;2013;93.60622259;183.7400055;demersal fisheries
1300:380:121;38.25;0.15;2014;97.59232667;183.7400055;demersal fisheries
1300:380:121;38.25;0.15;2015;89.49275183;183.7400055;demersal fisheries
1300:380:121;38.25;0.15;2016;89.62585469;183.7400055;demersal fisheries
1300:380:121;38.25;0.15;2017;88.64941328;183.7400055;demersal fisheries
1300:380:122;38.25;0.25;2013;105.4782473;330.8900146;demersal fisheries
1300:380:122;38.25;0.25;2014;109.9513607;330.8900146;demersal fisheries
1300:380:122;38.25;0.25;2015;99.81436319;330.8900146;demersal fisheries
1300:380:122;38.25;0.25;2016;101.2494397;330.8900146;demersal fisheries
1300:380:122;38.25;0.25;2017;99.77023022;330.8900146;demersal fisheries
1300:380:123;38.25;0.35;2013;69.42457358;555.0700073;demersal fisheries
1300:380:123;38.25;0.35;2014;73.43261802;555.0700073;demersal fisheries
1300:380:123;38.25;0.35;2015;69.1672026;555.0700073;demersal fisheries
1300:380:123;38.25;0.35;2016;66.30732974;555.0700073;demersal fisheries
1300:380:123;38.25;0.35;2017;65.6738809;555.0700073;demersal fisheries
1300:380:124;38.25;0.45;2013;24.43643509;658.9500122;demersal fisheries
1300:380:124;38.25;0.45;2014;25.59509578;658.9500122;demersal fisheries
1300:380:124;38.25;0.45;2015;22.93079108;658.9500122;demersal fisheries
1300:380:124;38.25;0.45;2016;23.57170528;658.9500122;demersal fisheries
1300:380:124;38.25;0.45;2017;23.03982437;658.9500122;demersal fisheries
1300:380:130;38.35;0.05;2013;87.24581852;98.45999908;demersal fisheries
1300:380:130;38.35;0.05;2014;89.61497228;98.45999908;demersal fisheries
1300:380:130;38.35;0.05;2015;84.71873205;98.45999908;demersal fisheries
1300:380:130;38.35;0.05;2016;82.63237954;98.45999908;demersal fisheries
1300:380:130;38.35;0.05;2017;83.41604997;98.45999908;demersal fisheries
1300:380:131;38.35;0.15;2013;38.53735113;108.7099991;demersal fisheries
1300:380:131;38.35;0.15;2014;39.57468423;108.7099991;demersal fisheries
1300:380:131;38.35;0.15;2015;37.46502433;108.7099991;demersal fisheries
1300:380:131;38.35;0.15;2016;36.56500372;108.7099991;demersal fisheries
1300:380:131;38.35;0.15;2017;36.89763736;108.7099991;demersal fisheries
1300:380:132;38.35;0.25;2013;85.30191128;122.4400024;demersal fisheries
1300:380:132;38.35;0.25;2014;87.63455204;122.4400024;demersal fisheries
1300:380:132;38.35;0.25;2015;82.75299423;122.4400024;demersal fisheries
1300:380:132;38.35;0.25;2016;80.67479615;122.4400024;demersal fisheries
1300:380:132;38.35;0.25;2017;81.46506521;122.4400024;demersal fisheries
1300:380:133;38.35;0.35;2013;124.7865542;319.8599854;demersal fisheries
1300:380:133;38.35;0.35;2014;128.1989303;319.8599854;demersal fisheries
1300:380:133;38.35;0.35;2015;121.0577916;319.8599854;demersal fisheries
1300:380:133;38.35;0.35;2016;118.0176349;319.8599854;demersal fisheries
1300:380:133;38.35;0.35;2017;119.1737046;319.8599854;demersal fisheries
1300:380:134;38.35;0.45;2013;55.85229923;486.8299866;demersal fisheries
1300:380:134;38.35;0.45;2014;57.37961964;486.8299866;demersal fisheries
1300:380:134;38.35;0.45;2015;54.18336971;486.8299866;demersal fisheries
1300:380:134;38.35;0.45;2016;52.82264826;486.8299866;demersal fisheries
1300:380:134;38.35;0.45;2017;53.34008501;486.8299866;demersal fisheries
1300:380:140;38.45;0.05;2013;89.0181455;84.30999756;demersal fisheries
1300:380:140;38.45;0.05;2014;91.45240931;84.30999756;demersal fisheries
1300:380:140;38.45;0.05;2015;86.3581832;84.30999756;demersal fisheries
1300:380:140;38.45;0.05;2016;84.18944705;84.30999756;demersal fisheries
1300:380:140;38.45;0.05;2017;85.0141447;84.30999756;demersal fisheries
1300:380:141;38.45;0.15;2013;84.081195;85.88999939;demersal fisheries
1300:380:141;38.45;0.15;2014;85.84110702;85.88999939;demersal fisheries
1300:380:141;38.45;0.15;2015;76.49414591;85.88999939;demersal fisheries
1300:380:141;38.45;0.15;2016;77.04624689;85.88999939;demersal fisheries
1300:380:141;38.45;0.15;2017;77.79856968;85.88999939;demersal fisheries
1300:380:142;38.45;0.25;2013;135.0173474;92.73000336;demersal fisheries
1300:380:142;38.45;0.25;2014;138.026877;92.73000336;demersal fisheries
1300:380:142;38.45;0.25;2015;124.8648917;92.73000336;demersal fisheries
1300:380:142;38.45;0.25;2016;124.8139668;92.73000336;demersal fisheries
1300:380:142;38.45;0.25;2017;126.0004741;92.73000336;demersal fisheries
1300:380:143;38.45;0.35;2013;181.8266066;125.1999969;demersal fisheries
1300:380:143;38.45;0.35;2014;186.5151278;125.1999969;demersal fisheries
1300:380:143;38.45;0.35;2015;173.8065356;125.1999969;demersal fisheries
1300:380:143;38.45;0.35;2016;170.7301887;125.1999969;demersal fisheries
1300:380:143;38.45;0.35;2017;172.3924469;125.1999969;demersal fisheries
1300:380:144;38.45;0.45;2013;132.4380151;282.7999878;demersal fisheries
1300:380:144;38.45;0.45;2014;135.6311594;282.7999878;demersal fisheries
1300:380:144;38.45;0.45;2015;124.4492669;282.7999878;demersal fisheries
1300:380:144;38.45;0.45;2016;123.288625;282.7999878;demersal fisheries
1300:380:144;38.45;0.45;2017;124.4944198;282.7999878;demersal fisheries
1300:380:225;38.25;0.55;2013;8.25297167;761.7600098;demersal fisheries
1300:380:225;38.25;0.55;2014;8.478654986;761.7600098;demersal fisheries
1300:380:225;38.25;0.55;2015;8.006363595;761.7600098;demersal fisheries
1300:380:225;38.25;0.55;2016;7.805297645;761.7600098;demersal fisheries
1300:380:225;38.25;0.55;2017;7.881756285;761.7600098;demersal fisheries
1300:380:226;38.25;0.65;2013;3.416388461;846.5499878;demersal fisheries
1300:380:226;38.25;0.65;2014;3.501526411;846.5499878;demersal fisheries
1300:380:226;38.25;0.65;2015;3.354085256;846.5499878;demersal fisheries
1300:380:226;38.25;0.65;2016;3.290368273;846.5499878;demersal fisheries
1300:380:226;38.25;0.65;2017;3.309769332;846.5499878;demersal fisheries
1300:380:227;38.25;0.75;2013;1.559916989;942.2000122;demersal fisheries
1300:380:227;38.25;0.75;2014;1.582471059;942.2000122;demersal fisheries
1300:380:227;38.25;0.75;2015;1.609826927;942.2000122;demersal fisheries
1300:380:227;38.25;0.75;2016;1.619173647;942.2000122;demersal fisheries
1300:380:227;38.25;0.75;2017;1.603904544;942.2000122;demersal fisheries
1300:380:235;38.35;0.55;2013;18.10546365;712.7999878;demersal fisheries
1300:380:235;38.35;0.55;2014;18.60057029;712.7999878;demersal fisheries
1300:380:235;38.35;0.55;2015;17.56445204;712.7999878;demersal fisheries
1300:380:235;38.35;0.55;2016;17.12335126;712.7999878;demersal fisheries
1300:380:235;38.35;0.55;2017;17.29108709;712.7999878;demersal fisheries
1300:380:236;38.35;0.65;2013;2.490088972;882.5499878;demersal fisheries
1300:380:236;38.35;0.65;2014;2.558182207;882.5499878;demersal fisheries
1300:380:236;38.35;0.65;2015;2.415682313;882.5499878;demersal fisheries
1300:380:236;38.35;0.65;2016;2.355016637;882.5499878;demersal fisheries
1300:380:236;38.35;0.65;2017;2.37808576;882.5499878;demersal fisheries
1300:380:239;38.35;0.95;2013;8.921687242;959.1500244;demersal fisheries
1300:380:239;38.35;0.95;2014;9.14065362;959.1500244;demersal fisheries
1300:380:239;38.35;0.95;2015;8.775148279;959.1500244;demersal fisheries
1300:380:239;38.35;0.95;2016;8.616683905;959.1500244;demersal fisheries
1300:380:239;38.35;0.95;2017;8.662372016;959.1500244;demersal fisheries
1300:380:245;38.45;0.55;2013;69.17579639;575.0999756;demersal fisheries
1300:380:245;38.45;0.55;2014;71.0674572;575.0999756;demersal fisheries
1300:380:245;38.45;0.55;2015;67.10874579;575.0999756;demersal fisheries
1300:380:245;38.45;0.55;2016;65.42342591;575.0999756;demersal fisheries
1300:380:245;38.45;0.55;2017;66.06429656;575.0999756;demersal fisheries
1300:380:246;38.45;0.65;2013;20.16040935;730.25;demersal fisheries
1300:380:246;38.45;0.65;2014;20.71170992;730.25;demersal fisheries
1300:380:246;38.45;0.65;2015;19.55799364;730.25;demersal fisheries
1300:380:246;38.45;0.65;2016;19.06682852;730.25;demersal fisheries
1300:380:246;38.45;0.65;2017;19.25360215;730.25;demersal fisheries
1300:380:247;38.45;0.75;2013;3.222690393;835.1500244;demersal fisheries
1300:380:247;38.45;0.75;2014;3.187444486;835.1500244;demersal fisheries
1300:380:247;38.45;0.75;2015;3.148666066;835.1500244;demersal fisheries
1300:380:247;38.45;0.75;2016;3.176353665;835.1500244;demersal fisheries
1300:380:247;38.45;0.75;2017;3.190171181;835.1500244;demersal fisheries
1300:380:248;38.45;0.85;2013;7.49487282;947.0999756;demersal fisheries
1300:380:248;38.45;0.85;2014;7.510997763;947.0999756;demersal fisheries
1300:380:248;38.45;0.85;2015;7.216256571;947.0999756;demersal fisheries
1300:380:248;38.45;0.85;2016;7.167500281;947.0999756;demersal fisheries
1300:380:248;38.45;0.85;2017;7.238286449;947.0999756;demersal fisheries
1300:380:249;38.45;0.95;2013;19.58426146;880.9500122;demersal fisheries
1300:380:249;38.45;0.95;2014;20.07094873;880.9500122;demersal fisheries
1300:380:249;38.45;0.95;2015;19.23364833;880.9500122;demersal fisheries
1300:380:249;38.45;0.95;2016;18.87160084;880.9500122;demersal fisheries
1300:380:249;38.45;0.95;2017;18.98080363;880.9500122;demersal fisheries
1300:380:350;38.55;0.05;2013;231.190884;67.73999786;demersal fisheries
1300:380:350;38.55;0.05;2014;237.392498;67.73999786;demersal fisheries
1300:380:350;38.55;0.05;2015;223.1492253;67.73999786;demersal fisheries
1300:380:350;38.55;0.05;2016;218.0975908;67.73999786;demersal fisheries
1300:380:350;38.55;0.05;2017;220.2334809;67.73999786;demersal fisheries
1300:380:351;38.55;0.15;2013;111.6892841;70.88999939;demersal fisheries
1300:380:351;38.55;0.15;2014;114.1904697;70.88999939;demersal fisheries
1300:380:351;38.55;0.15;2015;103.1484771;70.88999939;demersal fisheries
1300:380:351;38.55;0.15;2016;103.0939703;70.88999939;demersal fisheries
1300:380:351;38.55;0.15;2017;104.1013887;70.88999939;demersal fisheries
1300:380:352;38.55;0.25;2013;105.379054;80.37000275;demersal fisheries
1300:380:352;38.55;0.25;2014;107.3271271;80.37000275;demersal fisheries
1300:380:352;38.55;0.25;2015;93.44624246;80.37000275;demersal fisheries
1300:380:352;38.55;0.25;2016;95.38038297;80.37000275;demersal fisheries
1300:380:352;38.55;0.25;2017;96.31054637;80.37000275;demersal fisheries
1300:380:353;38.55;0.35;2013;141.1355438;102.5400009;demersal fisheries
1300:380:353;38.55;0.35;2014;144.2565962;102.5400009;demersal fisheries
1300:380:353;38.55;0.35;2015;130.1927525;102.5400009;demersal fisheries
1300:380:353;38.55;0.35;2016;130.2760875;102.5400009;demersal fisheries
1300:380:353;38.55;0.35;2017;131.5248339;102.5400009;demersal fisheries
1300:380:354;38.55;0.45;2013;147.3138127;150.8000031;demersal fisheries
1300:380:354;38.55;0.45;2014;150.8788907;150.8000031;demersal fisheries
1300:380:354;38.55;0.45;2015;138.8144858;150.8000031;demersal fisheries
1300:380:354;38.55;0.45;2016;137.4140391;150.8000031;demersal fisheries
1300:380:354;38.55;0.45;2017;138.729592;150.8000031;demersal fisheries
1300:380:361;38.65;0.15;2013;566.1726234;44.20999908;demersal fisheries
1300:380:361;38.65;0.15;2014;579.5523785;44.20999908;demersal fisheries
1300:380:361;38.65;0.15;2015;529.4715037;44.20999908;demersal fisheries
1300:380:361;38.65;0.15;2016;525.8161418;44.20999908;demersal fisheries
1300:380:361;38.65;0.15;2017;530.9575343;44.20999908;demersal fisheries
1300:380:362;38.65;0.25;2013;287.4723071;60.83000183;demersal fisheries
1300:380:362;38.65;0.25;2014;293.8030071;60.83000183;demersal fisheries
1300:380:362;38.65;0.25;2015;264.4827879;60.83000183;demersal fisheries
1300:380:362;38.65;0.25;2016;264.8583928;60.83000183;demersal fisheries
1300:380:362;38.65;0.25;2017;267.4460601;60.83000183;demersal fisheries
1300:380:363;38.65;0.35;2013;152.4947042;95.26999664;demersal fisheries
1300:380:363;38.65;0.35;2014;155.9762214;95.26999664;demersal fisheries
1300:380:363;38.65;0.35;2015;141.4594934;95.26999664;demersal fisheries
1300:380:363;38.65;0.35;2016;141.0642899;95.26999664;demersal fisheries
1300:380:363;38.65;0.35;2017;142.4430521;95.26999664;demersal fisheries
1300:380:364;38.65;0.45;2013;147.7955058;138.6000061;demersal fisheries
1300:380:364;38.65;0.45;2014;150.9630625;138.6000061;demersal fisheries
1300:380:364;38.65;0.45;2015;135.5735991;138.6000061;demersal fisheries
1300:380:364;38.65;0.45;2016;136.1145834;138.6000061;demersal fisheries
1300:380:364;38.65;0.45;2017;137.3986332;138.6000061;demersal fisheries
1300:380:372;38.75;0.25;2013;76.46721205;56.61999893;demersal fisheries
1300:380:372;38.75;0.25;2014;78.55826174;56.61999893;demersal fisheries
1300:380:372;38.75;0.25;2015;74.18228575;56.61999893;demersal fisheries
1300:380:372;38.75;0.25;2016;72.31932617;56.61999893;demersal fisheries
1300:380:372;38.75;0.25;2017;73.02774724;56.61999893;demersal fisheries
1300:380:373;38.75;0.35;2013;153.7447863;96.76999664;demersal fisheries
1300:380:373;38.75;0.35;2014;157.9490456;96.76999664;demersal fisheries
1300:380:373;38.75;0.35;2015;149.1507191;96.76999664;demersal fisheries
1300:380:373;38.75;0.35;2016;145.4050572;96.76999664;demersal fisheries
1300:380:373;38.75;0.35;2017;146.8294069;96.76999664;demersal fisheries
1300:380:374;38.75;0.45;2013;108.7784443;152.0299988;demersal fisheries
1300:380:374;38.75;0.45;2014;111.7530674;152.0299988;demersal fisheries
1300:380:374;38.75;0.45;2015;105.528022;152.0299988;demersal fisheries
1300:380:374;38.75;0.45;2016;102.8778686;152.0299988;demersal fisheries
1300:380:374;38.75;0.45;2017;103.8856331;152.0299988;demersal fisheries
1300:380:381;38.85;0.15;2013;63.64062638;24.98999977;demersal fisheries
1300:380:381;38.85;0.15;2014;65.38092408;24.98999977;demersal fisheries
1300:380:381;38.85;0.15;2015;61.73897289;24.98999977;demersal fisheries
1300:380:381;38.85;0.15;2016;60.18850555;24.98999977;demersal fisheries
1300:380:381;38.85;0.15;2017;60.7780963;24.98999977;demersal fisheries
1300:380:382;38.85;0.25;2013;470.4820753;92.23000336;demersal fisheries
1300:380:382;38.85;0.25;2014;483.3477386;92.23000336;demersal fisheries
1300:380:382;38.85;0.25;2015;456.4235418;92.23000336;demersal fisheries
1300:380:382;38.85;0.25;2016;444.9612553;92.23000336;demersal fisheries
1300:380:382;38.85;0.25;2017;449.3199786;92.23000336;demersal fisheries
1300:380:383;38.85;0.35;2013;401.9649845;127.8300018;demersal fisheries
1300:380:383;38.85;0.35;2014;412.8611766;127.8300018;demersal fisheries
1300:380:383;38.85;0.35;2015;389.0522385;127.8300018;demersal fisheries
1300:380:383;38.85;0.35;2016;379.7212522;127.8300018;demersal fisheries
1300:380:383;38.85;0.35;2017;383.4404748;127.8300018;demersal fisheries
1300:380:384;38.85;0.45;2013;243.7032838;281.3599854;demersal fisheries
1300:380:384;38.85;0.45;2014;250.3675215;281.3599854;demersal fisheries
1300:380:384;38.85;0.45;2015;236.4211555;281.3599854;demersal fisheries
1300:380:384;38.85;0.45;2016;230.4838478;281.3599854;demersal fisheries
1300:380:384;38.85;0.45;2017;232.7416069;281.3599854;demersal fisheries
1300:380:390;38.95;0.05;2013;5.558413386;44.43999863;demersal fisheries
1300:380:390;38.95;0.05;2014;6.393681841;44.43999863;demersal fisheries
1300:380:390;38.95;0.05;2015;5.980864569;44.43999863;demersal fisheries
1300:380:390;38.95;0.05;2016;5.466984156;44.43999863;demersal fisheries
1300:380:390;38.95;0.05;2017;5.104994983;44.43999863;demersal fisheries
1300:380:391;38.95;0.15;2013;327.5384699;74.20999908;demersal fisheries
1300:380:391;38.95;0.15;2014;337.2136691;74.20999908;demersal fisheries
1300:380:391;38.95;0.15;2015;318.37008;74.20999908;demersal fisheries
1300:380:391;38.95;0.15;2016;309.9923714;74.20999908;demersal fisheries
1300:380:391;38.95;0.15;2017;312.5920498;74.20999908;demersal fisheries
1300:380:392;38.95;0.25;2013;378.1510718;135.4900055;demersal fisheries
1300:380:392;38.95;0.25;2014;388.1181686;135.4900055;demersal fisheries
1300:380:392;38.95;0.25;2015;363.3353298;135.4900055;demersal fisheries
1300:380:392;38.95;0.25;2016;355.9244003;135.4900055;demersal fisheries
1300:380:392;38.95;0.25;2017;359.4092777;135.4900055;demersal fisheries
1300:380:393;38.95;0.35;2013;284.9721493;212.75;demersal fisheries
1300:380:393;38.95;0.35;2014;292.599276;212.75;demersal fisheries
1300:380:393;38.95;0.35;2015;274.8984152;212.75;demersal fisheries
1300:380:393;38.95;0.35;2016;268.7543289;212.75;demersal fisheries
1300:380:393;38.95;0.35;2017;271.3862379;212.75;demersal fisheries
1300:380:394;38.95;0.45;2013;224.2555137;535.0599976;demersal fisheries
1300:380:394;38.95;0.45;2014;230.3879385;535.0599976;demersal fisheries
1300:380:394;38.95;0.45;2015;217.5545067;535.0599976;demersal fisheries
1300:380:394;38.95;0.45;2016;212.0910022;535.0599976;demersal fisheries
1300:380:394;38.95;0.45;2017;214.1685898;535.0599976;demersal fisheries
1300:380:455;38.55;0.55;2013;91.96903234;545;demersal fisheries
1300:380:455;38.55;0.55;2014;93.40118872;545;demersal fisheries
1300:380:455;38.55;0.55;2015;79.03303825;545;demersal fisheries
1300:380:455;38.55;0.55;2016;82.01332912;545;demersal fisheries
1300:380:455;38.55;0.55;2017;82.81188788;545;demersal fisheries
1300:380:456;38.55;0.65;2013;38.83930334;522.7999878;demersal fisheries
1300:380:456;38.55;0.65;2014;39.90139141;522.7999878;demersal fisheries
1300:380:456;38.55;0.65;2015;37.67874127;522.7999878;demersal fisheries
1300:380:456;38.55;0.65;2016;36.73250497;522.7999878;demersal fisheries
1300:380:456;38.55;0.65;2017;37.09232691;522.7999878;demersal fisheries
1300:380:457;38.55;0.75;2013;1.662575036;893.6199951;demersal fisheries
1300:380:457;38.55;0.75;2014;1.695158763;893.6199951;demersal fisheries
1300:380:457;38.55;0.75;2015;1.674739923;893.6199951;demersal fisheries
1300:380:457;38.55;0.75;2016;1.664573871;893.6199951;demersal fisheries
1300:380:457;38.55;0.75;2017;1.660933625;893.6199951;demersal fisheries
1300:380:458;38.55;0.85;2013;7.617277114;579.7999878;demersal fisheries
1300:380:458;38.55;0.85;2014;7.81083882;579.7999878;demersal fisheries
1300:380:458;38.55;0.85;2015;7.460427557;579.7999878;demersal fisheries
1300:380:458;38.55;0.85;2016;7.30956323;579.7999878;demersal fisheries
1300:380:458;38.55;0.85;2017;7.358343353;579.7999878;demersal fisheries
1300:380:459;38.55;0.95;2013;22.08683163;521.4000244;demersal fisheries
1300:380:459;38.55;0.95;2014;22.52631383;521.4000244;demersal fisheries
1300:380:459;38.55;0.95;2015;21.35368841;521.4000244;demersal fisheries
1300:380:459;38.55;0.95;2016;20.92392277;521.4000244;demersal fisheries
1300:380:459;38.55;0.95;2017;21.13717488;521.4000244;demersal fisheries
1300:380:465;38.65;0.55;2013;66.12407475;586.4000244;demersal fisheries
1300:380:465;38.65;0.55;2014;67.78444267;586.4000244;demersal fisheries
1300:380:465;38.65;0.55;2015;62.75720361;586.4000244;demersal fisheries
1300:380:465;38.65;0.55;2016;61.85907595;586.4000244;demersal fisheries
1300:380:465;38.65;0.55;2017;62.46437276;586.4000244;demersal fisheries
1300:380:466;38.65;0.65;2013;65.0723584;787.4000244;demersal fisheries
1300:380:466;38.65;0.65;2014;66.85180781;787.4000244;demersal fisheries
1300:380:466;38.65;0.65;2015;63.12792314;787.4000244;demersal fisheries
1300:380:466;38.65;0.65;2016;61.54257473;787.4000244;demersal fisheries
1300:380:466;38.65;0.65;2017;62.14542958;787.4000244;demersal fisheries
1300:380:467;38.65;0.75;2013;16.37466548;851.1799927;demersal fisheries
1300:380:467;38.65;0.75;2014;16.81442548;851.1799927;demersal fisheries
1300:380:467;38.65;0.75;2015;15.92386351;851.1799927;demersal fisheries
1300:380:467;38.65;0.75;2016;15.54381264;851.1799927;demersal fisheries
1300:380:467;38.65;0.75;2017;15.68366154;851.1799927;demersal fisheries
1300:380:468;38.65;0.85;2013;14.53276182;630.4000244;demersal fisheries
1300:380:468;38.65;0.85;2014;14.90981082;630.4000244;demersal fisheries
1300:380:468;38.65;0.85;2015;14.19626076;630.4000244;demersal fisheries
1300:380:468;38.65;0.85;2016;13.89015642;630.4000244;demersal fisheries
1300:380:468;38.65;0.85;2017;13.99469323;630.4000244;demersal fisheries
1300:380:469;38.65;0.95;2013;37.33286438;207.6000061;demersal fisheries
1300:380:469;38.65;0.95;2014;38.33727217;207.6000061;demersal fisheries
1300:380:469;38.65;0.95;2015;36.29647032;207.6000061;demersal fisheries
1300:380:469;38.65;0.95;2016;35.42576566;207.6000061;demersal fisheries
1300:380:469;38.65;0.95;2017;35.74725856;207.6000061;demersal fisheries
1300:380:475;38.75;0.55;2013;123.9437339;759.8499756;demersal fisheries
1300:380:475;38.75;0.55;2014;127.3281986;759.8499756;demersal fisheries
1300:380:475;38.75;0.55;2015;120.2635087;759.8499756;demersal fisheries
1300:380:475;38.75;0.55;2016;117.2553419;759.8499756;demersal fisheries
1300:380:475;38.75;0.55;2017;118.3964125;759.8499756;demersal fisheries
1300:380:476;38.75;0.65;2013;17.65001709;821.9699707;demersal fisheries
1300:380:476;38.75;0.65;2014;18.1083257;821.9699707;demersal fisheries
1300:380:476;38.75;0.65;2015;17.23949731;821.9699707;demersal fisheries
1300:380:476;38.75;0.65;2016;16.86683153;821.9699707;demersal fisheries
1300:380:476;38.75;0.65;2017;16.99435781;821.9699707;demersal fisheries
1300:380:477;38.75;0.75;2013;2.325066416;852.5499878;demersal fisheries
1300:380:477;38.75;0.75;2014;2.388646992;852.5499878;demersal fisheries
1300:380:477;38.75;0.75;2015;2.255590816;852.5499878;demersal fisheries
1300:380:477;38.75;0.75;2016;2.198945561;852.5499878;demersal fisheries
1300:380:477;38.75;0.75;2017;2.220485852;852.5499878;demersal fisheries
1300:380:478;38.75;0.85;2013;29.2995575;635.7999878;demersal fisheries
1300:380:478;38.75;0.85;2014;30.06553017;635.7999878;demersal fisheries
1300:380:478;38.75;0.85;2015;28.59327534;635.7999878;demersal fisheries
1300:380:478;38.75;0.85;2016;27.96246941;635.7999878;demersal fisheries
1300:380:478;38.75;0.85;2017;28.18180536;635.7999878;demersal fisheries
1300:380:479;38.75;0.95;2013;55.12743682;490.7999878;demersal fisheries
1300:380:479;38.75;0.95;2014;57.2335823;490.7999878;demersal fisheries
1300:380:479;38.75;0.95;2015;52.66043427;490.7999878;demersal fisheries
1300:380:479;38.75;0.95;2016;53.01847789;490.7999878;demersal fisheries
